event_id,employee_id,department,event_date,event_name,event_type,campaign_name,participation_status,participant_count,engagement_score,wellness_points,final_reward_score,reward_earned
EVT01873,EMP107,Marketing,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01874,EMP047,Tech,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01875,EMP033,Tech,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01876,EMP066,Tech,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01877,EMP125,Marketing,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01878,EMP180,Operations,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01879,EMP007,Tech,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01880,EMP219,Sales,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01881,EMP054,Tech,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01882,EMP017,Tech,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01883,EMP091,HR,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01884,EMP220,Sales,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01885,EMP162,Finance,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01886,EMP204,Operations,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01887,EMP245,Sales,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01888,EMP138,Marketing,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01889,EMP089,HR,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01890,EMP090,HR,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01891,EMP168,Operations,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01892,EMP151,Finance,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01893,EMP110,Marketing,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01894,EMP031,Tech,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01895,EMP023,Tech,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01896,EMP008,Tech,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01897,EMP215,Sales,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01898,EMP157,Finance,14-07-2025,Step Challenge,Fitness,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01899,EMP132,Marketing,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01900,EMP154,Finance,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01901,EMP015,Tech,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01902,EMP152,Finance,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01903,EMP222,Sales,14-07-2025,Step Challenge,Fitness,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01904,EMP133,Marketing,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01905,EMP192,Operations,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01906,EMP228,Sales,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01907,EMP004,Tech,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01908,EMP038,Tech,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01909,EMP052,Tech,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01910,EMP065,Tech,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01911,EMP227,Sales,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01912,EMP094,HR,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01913,EMP095,HR,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01914,EMP022,Tech,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01915,EMP212,Sales,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01916,EMP164,Finance,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01917,EMP226,Sales,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01918,EMP175,Operations,14-07-2025,Step Challenge,Fitness,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01919,EMP198,Operations,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01920,EMP147,Finance,14-07-2025,Step Challenge,Fitness,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01921,EMP126,Marketing,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01922,EMP001,Tech,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01923,EMP145,Finance,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01924,EMP148,Finance,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01925,EMP221,Sales,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01926,EMP203,Operations,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01927,EMP075,HR,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01928,EMP224,Sales,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01929,EMP020,Tech,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01930,EMP243,Sales,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01931,EMP002,Tech,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01932,EMP100,HR,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01933,EMP134,Marketing,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01934,EMP239,Sales,14-07-2025,Step Challenge,Fitness,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01935,EMP069,Tech,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01936,EMP136,Marketing,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01937,EMP183,Operations,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01938,EMP247,Sales,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01939,EMP088,HR,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01940,EMP021,Tech,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01941,EMP123,Marketing,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01942,EMP174,Operations,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01943,EMP106,Marketing,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01944,EMP010,Tech,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01945,EMP041,Tech,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01946,EMP240,Sales,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01947,EMP202,Operations,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01948,EMP016,Tech,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01949,EMP244,Sales,14-07-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,100,57.1,20,25.7,Wellness Kit
EVT01950,EMP124,Marketing,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01951,EMP214,Sales,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01952,EMP172,Operations,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01953,EMP049,Tech,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01954,EMP191,Operations,14-07-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,100,57.1,20,25.7,Wellness Kit
EVT01955,EMP087,HR,14-07-2025,Step Challenge,Fitness,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT01956,EMP112,Marketing,14-07-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,100,57.1,20,25.7,Wellness Kit
EVT01957,EMP085,HR,14-07-2025,Step Challenge,Fitness,Wellness Month,Attended,100,57.1,20,25.7,Wellness Kit
EVT01958,EMP018,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT01959,EMP009,Tech,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT01960,EMP108,Marketing,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT01961,EMP085,HR,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT01962,EMP233,Sales,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Skipped,155,88.6,0,8.9,Gift Voucher
EVT01963,EMP179,Operations,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT01964,EMP096,HR,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT01965,EMP075,HR,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Skipped,155,88.6,0,8.9,Gift Voucher
EVT01966,EMP111,Marketing,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT01967,EMP219,Sales,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT01968,EMP208,Operations,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT01969,EMP137,Marketing,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT01970,EMP176,Operations,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT01971,EMP114,Marketing,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT01972,EMP093,HR,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT01973,EMP226,Sales,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT01974,EMP072,HR,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT01975,EMP157,Finance,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT01976,EMP003,Tech,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Skipped,155,88.6,0,8.9,Gift Voucher
EVT01977,EMP031,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Skipped,155,88.6,0,8.9,Gift Voucher
EVT01978,EMP206,Operations,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT01979,EMP228,Sales,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Skipped,155,88.6,0,8.9,Gift Voucher
EVT01980,EMP057,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Skipped,155,88.6,0,8.9,Gift Voucher
EVT01981,EMP248,Sales,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT01982,EMP135,Marketing,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT01983,EMP138,Marketing,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT01984,EMP240,Sales,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT01985,EMP131,Marketing,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT01986,EMP200,Operations,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT01987,EMP204,Operations,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT01988,EMP229,Sales,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT01989,EMP126,Marketing,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT01990,EMP088,HR,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Skipped,155,88.6,0,8.9,Gift Voucher
EVT01991,EMP076,HR,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT01992,EMP246,Sales,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Skipped,155,88.6,0,8.9,Gift Voucher
EVT01993,EMP140,Marketing,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT01994,EMP144,Finance,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT01995,EMP056,Tech,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Skipped,155,88.6,0,8.9,Gift Voucher
EVT01996,EMP019,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Skipped,155,88.6,0,8.9,Gift Voucher
EVT01997,EMP084,HR,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT01998,EMP166,Operations,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT01999,EMP161,Finance,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Skipped,155,88.6,0,8.9,Gift Voucher
EVT02000,EMP164,Finance,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02001,EMP213,Sales,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT02002,EMP010,Tech,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT02003,EMP037,Tech,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT02004,EMP016,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02005,EMP036,Tech,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT02006,EMP071,HR,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT02007,EMP139,Marketing,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02008,EMP050,Tech,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT02009,EMP123,Marketing,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT02010,EMP017,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02011,EMP159,Finance,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02012,EMP127,Marketing,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Skipped,155,88.6,0,8.9,Gift Voucher
EVT02013,EMP214,Sales,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02014,EMP041,Tech,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02015,EMP049,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Skipped,155,88.6,0,8.9,Gift Voucher
EVT02016,EMP142,Finance,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Skipped,155,88.6,0,8.9,Gift Voucher
EVT02017,EMP073,HR,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT02018,EMP038,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02019,EMP091,HR,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02020,EMP028,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02021,EMP190,Operations,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02022,EMP175,Operations,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02023,EMP184,Operations,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02024,EMP119,Marketing,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Skipped,155,88.6,0,8.9,Gift Voucher
EVT02025,EMP130,Marketing,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02026,EMP020,Tech,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT02027,EMP042,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02028,EMP243,Sales,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT02029,EMP150,Finance,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02030,EMP109,Marketing,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02031,EMP196,Operations,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02032,EMP013,Tech,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT02033,EMP129,Marketing,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02034,EMP235,Sales,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02035,EMP080,HR,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02036,EMP148,Finance,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT02037,EMP005,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02038,EMP134,Marketing,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02039,EMP051,Tech,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT02040,EMP202,Operations,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Skipped,155,88.6,0,8.9,Gift Voucher
EVT02041,EMP029,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Skipped,155,88.6,0,8.9,Gift Voucher
EVT02042,EMP004,Tech,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Skipped,155,88.6,0,8.9,Gift Voucher
EVT02043,EMP022,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Skipped,155,88.6,0,8.9,Gift Voucher
EVT02044,EMP069,Tech,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT02045,EMP052,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02046,EMP046,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02047,EMP048,Tech,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02048,EMP053,Tech,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT02049,EMP064,Tech,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02050,EMP231,Sales,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT02051,EMP032,Tech,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02052,EMP173,Operations,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT02053,EMP187,Operations,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT02054,EMP151,Finance,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02055,EMP095,HR,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT02056,EMP059,Tech,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT02057,EMP241,Sales,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT02058,EMP026,Tech,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Attended,155,88.6,20,28.9,Wellness Kit
EVT02059,EMP149,Finance,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02060,EMP249,Sales,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02061,EMP006,Tech,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02062,EMP185,Operations,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02063,EMP222,Sales,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02064,EMP100,HR,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Attended,155,88.6,20,28.9,Wellness Kit
EVT02065,EMP172,Operations,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Skipped,155,88.6,0,8.9,Gift Voucher
EVT02066,EMP160,Finance,26-07-2025,Corporate Marathon,Fitness,Wellness Month,Attended,155,88.6,20,28.9,Wellness Kit
EVT02067,EMP110,Marketing,26-07-2025,Corporate Marathon,Fitness,Employee Engagement Drive,Skipped,155,88.6,0,8.9,Gift Voucher
EVT02068,EMP136,Marketing,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02069,EMP203,Operations,26-07-2025,Corporate Marathon,Fitness,Mental Health Awareness Campaign,Attended,155,88.6,20,28.9,Wellness Kit
EVT02070,EMP210,Operations,26-07-2025,Corporate Marathon,Fitness,Healthy Workforce Initiative,Skipped,155,88.6,0,8.9,Gift Voucher
